"SKU","URL","Brand","Title","Size","Count","Characteristics","Details","Certifications","Color","Manufacturer","Reviews"
"1096733","https://www.projectn95.org/products/camo-blue-flat-fold-adjustable-kn95-mask-small-petite-kids/","WellBefore","Camo Blue Flat Fold Adjustable KN95 Mask S","S","Pack of 10","Flat Fold,China,Earloop,KN95"," WellBefore's breathable KN95 masks offer five-layer protection with a super soft skin-friendly inside layer of fabric. These masks come with reinforced elastic straps that are heat pressed to ensure they stay in place. WellBefore KN95 masks for kids (and adults with petite faces) are designed to fit comfortably, with an adjustable nosepiece and ear loops. The adjustable nose bridge lets the user shape the mask to fit perfectly. The adjustable ear loops ensure never need to worry about the face mask slipping out of place. This pack of individually wrapped KN95 masks is suitable protection against: - Air pollutants - Dust particles - Pollen - Allergens Color: Camo Blue | Adjustable Nose Clip: Yes Adjustable Ear Loop: Yes | Individually Packaged: Yes Dimensions: 4.5' W x 5.7' L x 3.9' D (mask) | Type: GB2626-2019 KN95 Mask <!-- td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;} -->","GB2626-2019","Blue","Guangdong Marbon Daily & Chemical Ltd.",""
"1096732","https://www.projectn95.org/products/camo-pink-flat-fold-adjustable-kn95-mask-small-petite-kids/","WellBefore","Camo Pink Flat Fold Adjustable KN95 Mask S","S","Pack of 10","Flat Fold,China,Earloop,KN95"," WellBefore's breathable KN95 masks offer five-layer protection with a super soft skin-friendly inside layer of fabric. These masks come with reinforced elastic straps that are heat pressed to ensure they stay in place. WellBefore KN95 masks for kids (and adults with petite faces) are designed to fit comfortably, with an adjustable nosepiece and ear loops. The adjustable nose bridge lets the user shape the mask to fit perfectly. The adjustable ear loops ensure never need to worry about the face mask slipping out of place. This pack of individually wrapped KN95 masks is suitable protection against: - Air pollutants - Dust particles - Pollen - Allergens Color: Camo Blue | Adjustable Nose Clip: Yes Adjustable Ear Loop: Yes | Individually Packaged: Yes Dimensions: 4.5' W x 5.7' L x 3.9' D (mask) | Type: GB2626-2019 KN95 Mask <!-- td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;} -->","GB2626-2019","Pink","Guangdong Marbon Daily & Chemical Ltd.",""
"1096745","https://www.projectn95.org/products/white-3d-boat-shape-kn95-mask-m-l/","WellBefore","White 3D Boat Shape KN95 Mask M/L","M/L","Pack of 10","China,Earloop,Boat,KN95"," WellBefore's breathable KN95 masks offer four standard layers of protection with a super soft skin-friendly inside layer of fabric. For those who wear their mask all day, you won't need to worry about your KN95 masks slipping out of place. These masks come with reinforced elastic straps that are heat pressed to ensure they stay in place. This KN95 mask is suitable protection against: - Air pollutants - Dust particles - Pollen - Allergens.    4 layers of standard protection, Ultra comfortable, easy to breathe through, premium filtration, Standard elastic ear loops Particulate filtration efficiency greater than or equal to 95% Masks are not individually wrapped.   Manufacturer: Guangdong Marbon Daily & Chemical LTD | Color: WhiteAdjustable Nose Clip: Yes | Type: GB2626-2019 KN95 Mask","GB2626-2019","White","Guangdong Marbon Daily & Chemical LTD",""
"1096746","https://www.projectn95.org/products/white-boat-shape-pro-adj-kn95-mask-m-l/","WellBefore","White 3D Boat Shape Pro Adjustable KN95 Mask M/L","M/L","Pack of 10","China,Earloop,Boat,KN95"," WellBefore has made some adjustments to the design of their well-known 3D KN95 masks to create a brand-new premium, comfortable, breathable, and protective mask for everyone to enjoy and benefit from. Taking the importance of a protective fit into consideration, this new design includes an aluminum nose pin and nose foam for the secure sealing of the mask to the face. These additions are the main differences between this new improved design. It includes adjustable ear loops that provide the ability to alter the mask until it perfectly forms on the face as protectively as possible. This KN95 mask is suitable protection against: - Air pollutants - Dust particles - Pollen - Allergens.    4 premium layers with advanced filter media, Ultra comfortable, easy to breathe through, premium filtration, Aluminum nose pin and soft nose foam for the secure sealing Standard adjustable elastic ear loops for a perfect fit Particulate filtration efficiency greater than or equal to 95% Masks are individually wrapped.   Manufacturer: Guangdong Marbon Daily & Chemical LTD | Color: WhiteAdjustable Nose Clip: Yes | Type: GB2626-2019 KN95 Mask","GB2626-2019","White","Guangdong Marbon Daily & Chemical LTD",""
"1096495","https://www.projectn95.org/products/bnx-3d-tri-fold-cup-f95w-niosh-approved-n95-respirator-white-package-of-10/","BNX Converting LLC","Boat F95W N95 Masks S/M","S/M","Pack of 10","Headstrap,Boat,N95,US/Global","  Product Features: This BNX F95W is a NIOSH Approved white N95 Respirator certified for protection against 95% of non-oil-based particles 0.3microns or larger.    Manufactured in the USA from globally-sourced materials. BNX’s multi-layer filtration technology provides maximum protection, comfort, and breathability. The active filter layer of these N95 masks is composed of ultra-high grade electrostatically charged melt-blown polypropylene. Extremely breathable up to 50%+ more breathable than NIOSH minimum requirement. Features latex-free and amazingly soft and durable headband straps as well as an adjustable metal nose piece to ensure a tight yet comfortable seal. Please follow all recommended fitting instructions and guidelines to ensure proper fit and protective seal.  Flat fold design allows for convenient storage prior to use. The improved 3D design provides room for your mouth to move when you speak and greater compatibility with and reduced fog on eyewear. Ideal for use by Healthcare and Frontline workers as well in crowded or contaminated areas such as: Commercial Buildings, Construction, Food Processing & Safety, Retail, Manufacturing, Infrastructure, Education, Oil & Gas, Transportation, and more.   Manufacturer: BNX Converting LLC   ","CDC NIOSH: TC-84A-9362","White","",""
"1096554","https://www.projectn95.org/products/kids-3d-boat-shape-kids-kf94-masks/","Comma Comma","Kids 3D Boat Shape Blue KF94 Masks","Kids","Pack of 15","Korea,Earloop,Boat,KF94","  Product Features: The Comma Comma kids-sized blue KF94 masks come in 5 bags, each bag contains 3 masks. The foldable design makes these masks feel breathable and keeps the air you breathe feeling cooler because of the pocket in the front of the mask.  Ear loops and Nose Clip, Folding type mask Approved by Korean MFDS (KF94 Mask) Blocks over 94% of 0.4μm size particles. MFDS Item Standard Code: 202105329    Manufacturer: MC Company Ltd.  Country of Origin: South Korea   Model Name: Comma-Kids-KF94-Blue-5bags  SKU: 1096554   Dimensions: 7 in x 2.55 in ","","Blue","",""
"1096796","https://www.projectn95.org/products/donation-4000-w-high-filtration-glacier-white-ear-loop-mask-m-l/","Protective Health Gear","Donation - 4000-W High Filtration Glacier White Ear Loop Mask M/L","M/L","Pack of 20","Flat Fold,United States,Earloop","Donation -    Model Name: 4000-TN  Product Features: PHG Glacier White High Filtration Face Masks combine comfort, quality, and safety. These masks are made and tested in the USA. Great for air travel and use in public spaces.  MADE in the USA: These face masks are proudly made and tested in the USA, manufactured of high-quality latex-free materials, and provide proper filtration efficiency and reliable breathing protection. PROTECTION: 4-layer masks use the highest grade filtering latex-free materials for maximum protection covering the nose and mouth and are a tight-fitting air-purifying mask in which the whole face-piece functions as a filter against airborne particles. EXCELLENT FIT: The elastic ear straps and adjustable nose clip ensure a tight and secure seal. COMFORTABLE: Triple spun-bond material on the inside to give the mask a very soft, tissue-like feel. DESIGNED to be comfortable for extended use.    SKU: 1096537  Manufacturer: Protective Health Gear ","","White","",""
"1096525","https://www.projectn95.org/products/5-layer-high-filtration-ear-loop-mask-black-box-of-20-usa/","Demetech","5 Layer High Filtration Ear Loop Mask M/L","M/L","Pack of 20","Flat Fold,United States,Earloop","Product Features: The DemeTECH D95 Black 5-Layer Mask is manufactured using the highest quality materials. The mask is comprised of 5 layers, with 2 filtration layers that filter airborne particles.  Soft Inner Polypropylene Layer provides comfort for long periods of wear. Double filtration layer provides strong protection against airborne particles and bacteria  High-density outer polypropylene layer provides strong resistance against airborne liquids. Double-welded earloops provide a strong fit and seal against the wearer's face. Unique Folded Design provides low storage space while not in wear  SKU: 1096525Model Name: D95 Manufacturer: DemetechDimensions:6.3' Wide, 5.5' High ","","Black","",""
"1096360","https://www.projectn95.org/products/readimask-n1901l-n95-respirator-mask-yellow/","ReadiMask","N1901L N95 Masks L","L","Pack of 10","United States,No Strap,N95","  Sizes: Large  Product Features: NIOSH Certified N95, Made in the USA, features a medical adhesive that adheres mask to face. Prevents issues with pain from head straps and ear loops by adhering directly to the face. Recommended for adults with average-sized faces. This yellow mask features a reusable medical adhesive that has been demonstrated to be effective up to 10 times, depending on skin condition.  Model Name: N1901L ","CDC NIOSH: TC-84A-8133","Yellow","",""
"1096534","https://www.projectn95.org/products/5-layer-high-filtration-ear-loop-mask-m-l/","Demetech","5 Layer High Filtration Grey Ear Loop Mask M/L","M/L","Pack of 20","Flat Fold,United States,Earloop"," Product Features: The DemeTECH D95 Grey 5 Layer Mask is manufactured using the highest quality materials. The mask is comprised of 5 layers, with 2 filtration layers that filter airborne particles.  Soft Inner Polypropylene Layer provides comfort for long periods of wear. Double filtration layer provides strong protections against airborne particles and bacteria  High-density outer polypropylene layer provides strong resistance against airborne liquids. Double-welded earloops provide a strong fit and seal against the wearer's face. Unique Folded Design provides low storage space while not in wear  SKU: 1096534Model Name: D95Manufacturer: DemetechDimensions: 6.3' Wide, 5.5' High","","Gray","",""
